artist,Nationality,PaintingSchool,ArtMovement,Influencedby,Influencedon,Pupils,Teachers,FriendsandCoworkers,FirstYear,LastYear,Places,PlacesYears,StylesYears,StylesCount,PlacesCount,Contemporary,Type
Zanobi Strozzi,,,,,,,,,,,"Italy, Florence",,,,"{Florence:1},{Italy:1}",,
Gino De Dominicis,,,,,,,,,1992.0,1995.0,,,,,,,
Conrad von Soest,,,,,,,,,,,,,,,,,
Niccolò di Pietro,,,,,,,,,,,,,,,,,
Jaroslav Votruba,,,,,,,,,1940.0,1950.0,,,,,,No,
Ondrej Zimka,,,,,,,,,1976.0,2001.0,,,,,,Yes,
Francesco Zaganelli (Francesco di Bosio),,,,,,,,,,,,,,,,,
Jan Konůpek,,,,,,,,,1910.0,1910.0,,,,,,No,
Cristoforo Cortese,,,,,,,,,,,"Venice, Veneto, Italy",,,,"{Venice:13},{Veneto:13},{Italy:13}",,
Scribes: David ben Shabetai; Baruch; Masorates: Jacob ben Meir and three others,,,,,,,,,,,,,,,,,
Tommaso,,,,,,,,,,,,,,,,,
Allan C. Houser (1914-1994),,,,,,,,,1937.0,1993.0,,,,,,,
Attributed to Nivardus of Milan (Italian,,,,,,,,,,,"France, Fleury",,,,"{France:8},{Fleury:3}",,
Félix-Hilaire Buhot,,,,,,,,,,,,,,,,,
Guiduccio Palmerucci,,,,,,,,,,,,,,,,,
Sigenulfus,,,,,,,,,,,"Italy, Montecassino",,,,"{Montecassino:3},{Italy:3}",,
Michele Giambono,,,,,,,,,,,,,,,,,
Milan Mravec,,,,,,,,,1959.0,1987.0,,,,,,,
Jörg Ziegler,,,,,,,,,1572.0,1572.0,"Germany, Rottenburg","Germany:1572-1572,Rottenburg:1572-1572",,,"{Germany:61},{Rottenburg:6}",No,
Julio Zachrisson,,,,,,,,,,,,,,,,,
Marx Reichlich,,,,,,,,,,,,,,,,,
Painter of the nineteenth century,,,,,,,,,,,,,,,,,
Giovanni Martino Spanzotti,,,,,,,,,1475.0,1480.0,,,,,,No,
Cenni di Francesco di Ser Cenni,,,,,,,,,,,,,,,,,
Titina Maselli,,,,,,,,,1950.0,2004.0,,,,,,Yes,
Jorge de la Vega,,,,,,,,,,,,,,,,,
Romagna School,,,,,,,,,,,,,,,,,
Dario di Giovanni (called Dario da Treviso),,,,,,,,,,,,,,,,,
Quinten Metsys,,,,,,,,,,,,,,,,,
Mestre de Lluçà,,,,,,,,,,,"Lluçà, Catalonia",,,{Romanesque:1},"{Lluçà:1},{Catalonia:1}",,
Piero Ruggeri,,,,,,,,,1965.0,1965.0,,,Abstract Art:1965-1965,{Abstract Art:1},,No,
Bruno Lechowski,,,,,,,,,1887.0,1941.0,,,,,,No,
Lorenzo di Niccol_,,,,,,,,,,,,,,,,,
P. C. Skovgaard,,,,,,,,,,,,,,,,,
Ludwig BECKER,,,,,,,,,,,,,,,,,
Petty,,,,,,,,,1786.0,1786.0,France,France:1786-1786,,,{France:3},No,
Bernardo Rosselli,,,,,,,,,,,,,,,,,
Agostini,,,,,,,,,,,Italy,,,,{Italy:1},,
Zdzisław Stanek,,,,,,,,,,,,,,,,,
Herald Pojani,,,,,,,,,2015.0,2015.0,Albania,Albania:2015-2015,,,{Albania:1},Yes,
Tancredi Parmeggiani,,,,,,,,,1958.0,1958.0,,,,,,No,
Tullio Garbari,,,,,,,,,1909.0,1931.0,,,,,,No,
Fungai,,,,,,,,,,,Italy,,,,{Italy:1},,
called Niccolò di Giacomo da Bologna Niccolò di Giacomo di Nascimbene,,,,,,,,,,,,,,,,,
T'oros Roslin (Armenian,,,,,,,,,,,Armenia,,,,{Armenia:2},,
Eadmer of Canterbury (English,,,,,,,,,,,Belgium,,,,{Belgium:1},,
Acee Blue Eagle (1907-1959),,,,,,,,,1955.0,1955.0,,,,,,No,
Kae Higuchi,,,{Contemporary Art:1},,,,,,2013.0,2013.0,Japan,Japan:2013-2013,,,{Japan:1},Yes,
Ardengo Soffici,,,,,,,,,1914.0,1914.0,,,,,,No,
Francesco Muccinelli,,,,,,,,,1781.0,1781.0,,,,,,No,
Pseudo-Pier Francesco Fiorentino,,,,,,,,,1445.0,1445.0,,,,,,No,
Panya Vijinthanasarn,,,,,,,,,2001.0,2001.0,,,,,,Yes,
Pseudo-Jacopino di Francesco,,,,,,,,,1325.0,1330.0,,,,,,No,
Peter Hurd,,,,,,,,,,,,,,,,,
Indo-Persian,,,,,,,,,,,,,,,,,
Pylen Hanaweaka,,,,,,,,,1920.0,1935.0,,,,,,No,
Segna di Bonaventura,,,,,,,,,1320.0,1330.0,,,,,,No,
Antoine de Lonhy,,,,,,,,,1460.0,1470.0,France,France:1460-1460,,,{France:4},No,
Attributed to Mariotto di Nardo,,,,,,,,,1385.0,1390.0,,,,,,No,
Sivtsev Elley Semenovitch,,,,,,,,,1966.0,1987.0,,,,,,,
Gian Giacomo d'Alladio,,,,,,,,,,,,,,,,,
Gong Bell Manufacturing Co,,,,,,,,,,,,,,,,,
Hubley Manufacturing Co,,,,,,,,,,,,,,,,,
Johann Adam Boller,,,,,,,,,,,,,,,,,
A. G. Spalding Co.,,,,,,,,,,,,,,,,,
Barend Penterman,,,,,,,,,,,Utrecht,,,,{Utrecht:10},,
Jin Soo Kim,,,,,,,,,,,,,,,,,
Jacques Lamarre,,,,,,,,,,,,,,,,,
Kilgore Mfg. Co,,,,,,,,,,,,,,,,,
Selco,,,,,,,,,,,,,,,,,
Kim KI-Hoon,,,,,,,,,,,,,,,,,
Takakazu,,,,,,,,,,,,,,,,,
Hillclimber,,,,,,,,,,,,,,,,,
Crandall Machine Co.,,,,,,,,,,,,,,,,,
Du Paquier period|Vienna,,,,,,,,,,,,,,,,,
Peter Knecht,,,,,,,,,,,,,,,,,
Gasparo Mola,,,,,,,,,,,,,,,,,
Pieter Loos,,,,,,,,,,,Amsterdam,,,,{Amsterdam:1},,
Schimmelbusch & Sohn,,,,,,,,,,,,,,,,,
Solingen,,,,,,,,,,,Amsterdam,,,,{Amsterdam:1},,
KDK and 김도균,,,,,,,,,2006.0,2015.0,,,,,,Yes,
David Roentgen,,,,,,,,,1769.0,1769.0,,,,,,No,
Sievardt Kitzen,,,,,,,,,,,,,,,,,
Park Ki-Jin,,,,,,,,,,,,,,,,,
Sword Cutler Brunn,,,,,,,,,,,London,,,,{London:2},,
John Scott,,,,,,,,,,,,,,,,,
Liz Glynn,,,,,,,,,,,,,,,,,
Jeoungeun Lim,,,,,,,,,,,,,,,,,
Desiderio da Firenze,,,,,,,,,,,,,,,,,
Etienne Lenoir,,,,,,,,,,,France,,,,{France:1},,
Martin Kammerer,,,,,,,,,,,,,,,,,
Foto: AMH,,,,,,,,,1300.0,1300.0,,,,,,No,
Cornelis Kant,,,,,,,,,,,Amsterdam,,,,{Amsterdam:1},,
possibly Wijert Swartt,,,,,,,,,,,Amsterdam,,,,{Amsterdam:1},,
George Jakob Hunzinger,,,,,,,,,,,,,,,,,
Firm of Moynier & Fils,,,,,,,,,,,,,,,,,
jonkheer Jan Hendrik van Kinsbergen,,,,,,,,,,,Netherlands,,,,{Netherlands:2},,
Thiermay,,,,,,,,,,,France,,,,{France:1},,
Abraham Scheurleer,,,,,,,,,,,"Netherlands, Hague",,,,"{Netherlands:1},{Hague:1}",,
Frederik Mampieus,,,,,,,,,,,Amsterdam,,,,{Amsterdam:1},,
Pierre Vernede,,,,,,,,,,,,,,,,,
Firm of Louis Duchène et Fils,,,,,,,,,,,,,,,,,
Jan Knoop,,,,,,,,,,,Utrecht,,,,{Utrecht:3},,
Firm of Piguet & Cie,,,,,,,,,,,,,,,,,
Hans Winkler,,,,,,,,,2008.0,2008.0,,,,,,Yes,
Firm of Guirodon & Archinard,,,,,,,,,,,,,,,,,
German,,,,,,,,,1855.0,1860.0,,,,,,No,
Equipo 57 (Juan Cuenca,,,,,,,,,,,,,,,,,
James Bogardus,,,,,,,,,,,,,,,,,
Firm of Bordier Frères,,,,,,,,,,,,,,,,,
D. Speeleveld,,,,,,,,,,,,,,,,,
Firm of Robert Brandt et Cie,,,,,,,,,,,,,,,,,
Firm of A. Meynadier et Cie,,,,,,,,,,,,,,,,,
Gardner and Company,,,,,,,,,,,,,,,,,
Courvoisier & Co.,,,,,,,,,,,,,,,,,
Miller Iron Company,,,,,,,,,,,,,,,,,
Naotane Taikei|Yukinaka|Honjo Yoshitane,,,,,,,,,,,,,,,,,
J Wilkin,,,,,,,,,,,,,,,,,
Michel Delahaye,,,,,,,,,,,,,,,,,
Andrew Smith,,,,,,,,,,,United Kingdom,,,,{United Kingdom:1},,
Egbert Tenckinck,,,,,,,,,,,Utrecht,,,,{Utrecht:2},,
Jean Louroux,,,,,,,,,,,,,,,,,
Jacobus Coenraads (Senior),,,,,,,,,,,Amsterdam,,,,{Amsterdam:3},,
Terre Haute Carriage & Buggy Company,,,,,,,,,,,,,,,,,
Julien Coulaux,,,,,,,,,,,Alsace,,,,{Alsace:2},,
LIONARDO,,,,,,,,,,,,,,,,,
Joseph Richardson Jr.,,,,,,,,,,,,,,,,,
J. Depr©,,,,,,,,,,,,,,,,,
Peter Meesen,,,,,,,,,,,Utrecht,,,,{Utrecht:1},,
Kolman Helmschmid,,,,,,,,,,,,,,,,,
Daniel Tachaux,,,,,,,,,,,,,,,,,
possibly Heaton,,,,,,,,,,,United Kingdom,,,,{United Kingdom:2},,
Wolf D. Prix,,,{Contemporary Art:2},,,,,,2013.0,2013.0,,,,,,Yes,
Wang Yuyang,,,,,,,,,2012.0,2012.0,,,,,,Yes,
John Targee,,,,,,,,,,,,,,,,,
Lina Selander,,,,,,,,,,,,,,,,,
P. Stevens,,,,,,,,,,,,,,,,,
possibly Dirk Ouderogge,,,,,,,,,,,Rotterdam,,,,{Rotterdam:1},,
Carl Mayer's Kunst-Anstalt,,,,,,,,,,,,,,,,,
Enthoven & Co.,,,,,,,,,,,Hague,,,,{Hague:3},,
Artist: Miura Ken'ya,,,,,,,,,,,,,,,,,
Balaus,,,,,,,,,,,Paris,,,,{Paris:1},,
Norikuni,,,,,,,,,,,,,,,,,
Wilkinson Ltd,,,,,,,,,,,London,,,,{London:1},,
Johann Gottfried Hänisch the Elder,,,,,,,,,,,,,,,,,
Ana Teresa Ortega (Spanish,,,,,,,,,,,,,,,,,
G. Kerssen,,,,,,,,,,,Middelburg,,,,{Middelburg:2},,
Daniele der Serravalle,,,,,,,,,,,,,,,,,
Artist: Miyazaki Tominosuke (Edo Kenzan III),,,,,,,,,,,,,,,,,
David Gaussoin and Wayne Nez Gaussoin,Diné [Navajo] and Picuris Pueblo,,,,,,,,,,"New Mexico, United States",,,,"{New Mexico:6},{United States:6}",,
Johannes Hubertus Reygers,,,,,,,,,,,Middelburg,,,,{Middelburg:1},,
Artist: Imitation of Ogata Kenzan,,,,,,,,,,,,,,"{Raku ware:14}, {unknown workshop:14}",,,
Firm of Meuron et Companie,,,,,,,,,,,,,,,,,
Joseph Alexandre Robert,,,,,,,,,,,Paris,,,,{Paris:1},,
John Milton|David Bogue|Myles Birket Foster|John Milton,,,,,,,,,,,,,,,,,
James Morisset,,,,,,,,,,,,,,,,,
Nicolas Tomson,,,,,,,,,,,Rotterdam,,,,{Rotterdam:4},,
Samuel Bardet,,,,,,,,,,,,,,,,,
Lucien Falize,,,,,,,,,,,,,,,,,
C. Liger,,,,,,,,,,,,,,,,,
Henry N. Hooper and Company|O.P. Drake,,,,,,,,,,,,,,,,,
Jang,,,,,,,,,2012.0,2014.0,,,,,,Yes,
Hans Seusenhofer,,,,,,,,,,,,,,,,,
Bernard Westmacott,,,,,,,,,,,,,,,,,
Eugene Barrell,,,,,,,,,,,,,,,,,
Dan Ziger,,,,,,,,,,,,,,,,,
Samuel Philpot,,,,,,,,,,,,,,,,,
Arsen Maralian and Frank Wenger,,,,,,,,,,,,,,,,,
Raymond Manupelli,,,,,,,,,,,,,,,,,
Rafaela Gomez,,,,,,,,,,,,,,,,,
Josephine Prado and Rosa Rivero,,,,,,,,,,,,,,,,,
Emma M. Krumrine,,,,,,,,,,,,,,,,,
Frank Gray,,,,,,,,,,,,,,,,,
James Dwyer,,,,,,,,,,,,,,,,,
Elizabeth Curtis,,,,,,,,,,,,,,,,,
Roy Weber,,,,,,,,,,,,,,,,,
Alf Bruseth,,,,,,,,,,,,,,,,,
Robert Birrell and Donald Donovan,,,,,,,,,,,,,,,,,
Lionel Ritchey,,,,,,,,,,,,,,,,,
Francis Jennings,,,,,,,,,,,,,,,,,
Albert Rudin,,,,,,,,,,,,,,,,,
Eugene La Foret,,,,,,,,,,,,,,,,,
Suzanne Roy,,,,,,,,,,,,,,,,,
Paul Lauterbach,,,,,,,,,,,,,,,,,
Lawrence Phillips and Isidore Sovensky,,,,,,,,,,,,,,,,,
Max Schwartz,,,,,,,,,,,,,,,,,
Irving I. Smith and Joseph Goldberg,,,,,,,,,,,,,,,,,
Claude Marshall,,,,,,,,,,,,,,,,,
Frederick Jackson,,,,,,,,,,,,,,,,,
Ulrich Fischer and Lorenz Rothkranz,,,,,,,,,,,,,,,,,
Harold Oldfield,,,,,,,,,,,,,,,,,
Van Silvay,,,,,,,,,,,,,,,,,
James McCreery,,,,,,,,,,,,,,,,,
Henry Granet and Frank Wenger,,,,,,,,,,,,,,,,,
Ludmilla Calderon,,,,,,,,,,,,,,,,,
John Price and Marin J. Bright,,,,,,,,,,,,,,,,,
Richard Whitaker,,,,,,,,,,,,,,,,,
Vincent Burzy,,,,,,,,,,,,,,,,,
Cecily Edwards,,,,,,,,,,,,,,,,,
James M. Lawson and Gordon Saltar,,,,,,,,,,,,,,,,,
Arthur Ringold,,,,,,,,,,,,,,,,,
Richard Taylor,,,,,,,,,,,,,,,,,
Frances Cohen,,,,,,,,,,,,,,,,,
Jane Iverson,,,,,,,,,,,,,,,,,
Florence Stevenson,,,,,,,,,,,,,,,,,
John Lang,,,,,,,,,,,,,,,,,
Jesus Pena and Rosa Rivero,,,,,,,,,,,,,,,,,
William Paul Childers,,,,,,,,,,,,,,,,,
Jerry Guinta,,,,,,,,,,,,,,,,,
A.R. Tolman,,,,,,,,,,,,,,,,,
E.J. Gilsleider,,,,,,,,,,,,,,,,,
Eva Fox,,,,,,,,,,,,,,,,,
Hebilly West,,,,,,,,,,,,,,,,,
Betty Jean Davis,,,,,,,,,,,,,,,,,
John Koehl,,,,,,,,,,,,,,,,,
Horace Reina,,,,,,,,,,,,,,,,,
Harvey Thoss,,,,,,,,,,,,,,,,,
William Fergusson,,,,,,,,,,,,,,,,,
Charles Squires and Harry Eisman,,,,,,,,,,,,,,,,,
Joe Brennan and Jesus Pena,,,,,,,,,,,,,,,,,
Ray Holden,,,,,,,,,,,,,,,,,
Nicholas Gorid and Frank Wenger,,,,,,,,,,,,,,,,,
David P Willoughby,,,,,,,,,,,,,,,,,
Leo Drozdoff,,,,,,,,,,,,,,,,,
Frank Budash,,,,,,,,,,,,,,,,,
Fra Vincentius a Fundis,,,,,,,,,1567.0,1567.0,"Italy, Campania, Nola","Nola:1567-1567,Campania:1567-1567,Italy:1567-1567",,,"{Nola:31},{Campania:31},{Italy:31}",No,
Guariento d'Arpo,,,,,,,,,1360.0,1360.0,,,,,,No,
Mica Todorović,,,,,,,,,,,,,,,,,
French 15th Century,,,,,,,,,,,,,,,,,
Bledar Gramo,,,,,,,,,2015.0,2015.0,Albania,Albania:2015-2015,,,{Albania:1},Yes,
Lorenzo Veneziano,,,,,,,,,1350.0,1370.0,,,,,,No,
Unidentified Artist,,,,,,,,,1000.0,4700.0,,,,,,Yes,
Puccio Capanna,,,,,,,,,1330.0,1330.0,,,,,,No,
Mustafa Pezo,,,,,,,,,,,,,,,,,
Gratian,,,,,,,,,,,"Paris, France",,,,"{Paris:5},{France:5}",,
Cercle de Francesc Feliu,,,,,,,,,,,,,,,,,
Bartolomeo Rigossi da Gallarate,,,,,,,,,1465.0,1465.0,"Lombardy, Italy","Lombardy:1465-1465,Italy:1465-1465",,,"{Lombardy:4},{Italy:4}",No,
Giuseppe Ajmone,,,,,,,,,,,,,,,,,
Claudio Parmiggiani,,,,,,,,,1997.0,1997.0,,,,,,,
Madelyn Walker,,,,,,,,,1930.0,1930.0,England,England:1930-1930,,,{England:6},No,
Attributed to Maître François,,,,,,,,,1460.0,1470.0,"Paris, France","Paris:1460-1470,France:1460-1470",,,"{Paris:4},{France:4}",No,
Roberto Oderisi,,,,,,,,,1354.0,1354.0,,,,,,No,
Pavian School,,,,,,,,,1400.0,1400.0,,,,,,No,
Maestro di San Miniato,,,,,,,,,1475.0,1499.0,,,,,,No,
Paolo Veneziano (Italian (Venetian),,,,,,,,,,,Italy,,,,{Italy:1},,
Giovanni Battista Crosato,,,,,,,,,1733.0,1750.0,,,,,,No,
Donato d'Arezzo,,,,,,,,,1330.0,1330.0,Italy,Italy:1330-1330,,,{Italy:1},No,
Ventura Del Moro,,,,,,,,,1425.0,1450.0,,,,,,No,
Maestro di Marradi,,,,,,,,,1490.0,1510.0,,,,,,No,
Fiore Furlan dei Liberi da Premariacco (Italian,,,,,,,,,,,,,,,,,
Primitive Aragon School (15th century),,,,,,,,,2011.0,2011.0,,,,,,Yes,
Giovanni di Ser Giovanni Guidi (Lo Scheggia),,,,,,,,,1450.0,1475.0,,,,,,No,
Herman,,,,,,,,,,,,,,,,,
Matteo da Milano,,,,,,,,,1520.0,1520.0,"Italy, Rome","Rome:1520-1520,Italy:1520-1520",,,"{Rome:2},{Italy:2}",No,
Ser Ricciardo di Nanni,,,,,,,,,1456.0,1456.0,"Italy, Tuscany","Tuscany:1456-1456,Italy:1456-1456",,,"{Tuscany:4},{Italy:4}",No,
José Borges da Costa,,,,,,,,,1947.0,1947.0,,,,,,No,
Dreux Jean,,,,,,,,,,,"Belgium, Brussels",,,,"{Brussels:5},{Belgium:5}",,
Guido da Siena,,,,,,,,,,,,,,,,,
Michal Čičvák,,,,,,,,,1984.0,1984.0,,,,,,,
Contemporary of Cimabue,,,,,,,,,,,,,,,,,
Unidentified,,,,,,,,,1700.0,1900.0,"London, Italy, England, Venice, UK","London:1819-1819,England:1819-1819",,,"{Italy:4},{Venice:4},{London:2},{England:1},{UK:1}",No,
Antonio da Monza,,,,,,,,,,,"Lazio, Italy, Rome",,,,"{Rome:6},{Lazio:6},{Italy:6}",,
Jacobellus of Salerno,,,,,,,,,1270.0,1270.0,Italy,Italy:1270-1270,,,{Italy:35},No,
Abel Sánchez  (Oqwa Pi),,,,,,,,,1920.0,1935.0,,,,,,No,
Carlo Bossoli,,,,,,,,,1850.0,1884.0,,,,,,No,
Iohannes,,,,,,,,,,,,,,,,,
Attributed to Anovelo da Imbonate,,,,,,,,,1400.0,1400.0,"Lombardia, Italy, Milan","Milan:1400-1400,Lombardia:1400-1400,Italy:1400-1400",,,"{Milan:25},{Lombardia:25},{Italy:25}",No,
Anonyme,,,,,,,,,1360.0,2009.0,"Iran, Grèce, Irak, Versailles, France, Kurdistan, Rome",,,,"{Iran:8},{Grèce:6},{Irak:1},{Kurdistan:1},{Rome:2},{Versailles:1},{France:1}",Yes,
Abraham Bobinet,,,,,,,,,,,,,,,,,
Nicholas Fowle,,,,,,,,,,,,,,,,,
Artist: Attributed to Kashu Mimpei,,,,,,,,,,,,,,{Mimpei ware:1},,,
Andrea De Stefani,,,,,,,,,2012.0,2012.0,,,,,,Yes,
F. Beale & Co.,,,,,,,,,,,,,,,,,
Gillot & Hassel,,,,,,,,,,,London,,,,{London:1},,
Royal Laboratory,,,,,,,,,,,,,,,,,
Thomas Tompion,,,,,,,,,,,,,,,,,
R.N. Knyaston,,,,,,,,,,,,,,,,,
Jean Joseph Lambert dit Biron,,,,,,,,,,,,,,,,,
Davide Bertocchi,,,,,,,,,2014.0,2014.0,,,,,,Yes,
Ruth Asawa,,,,,,,,,,,,,,,,,
Nakagawa Isshō|Sadakuni,,,,,,,,,,,,,,,,,
Williams & Powell,,,,,,,,,,,,,,,,,
Yasumitsu|Iwamoto Konkan,,,,,,,,,,,,,,,,,
Kate Ingold (American),,,,,,,,,,,,,,,,,
Artist Unen Enkh,,,,,,,,,,,"Venice, Italy",,,,"{Venice:4},{Italy:4}",,
attributed to Alderson,,,,,,,,,,,United Kingdom,,,,{United Kingdom:1},,
W.C. Henker,,,,,,,,,,,Netherlands,,,,{Netherlands:1},,
Artist: False signature of Okuda Eisen,,,,,,,,,,,,,,{Kyoto ware:2},,,
Artist: Ogata Ihachi (Kyoto Kenzan II),,,,,,,,,,,,,,,,,
Sukemitsu of Bizen|Yasumitsu|Iwamoto Konkan,,,,,,,,,,,,,,,,,
Robert Mole,,,,,,,,,,,,,,,,,
Joseph Whitworth,,,,,,,,,,,,,,,,,
Krupp,,,,,,,,,,,Amsterdam,,,,{Amsterdam:1},,
Pilloo Pochkhanwala,,,,,,,,,,,,,,,,,
Hans Sumersperger,,,,,,,,,,,,,,,,,
A. Francotte,,,,,,,,,,,London,,,,{London:2},,
John Wilkes (slotenmaker),,,,,,,,,,,Birmingham,,,,{Birmingham:2},,
Rijkswerf Hellevoetsluis,,,,,,,,,,,,,,,,,
John Castles,,,,,,,,,,,,,,,,,
Sadeler,,,,,,,,,,,,,,,,,
Fusamune of Soshu|Sōheishi Sōtensai,,,,,,,,,,,,,,,,,
Kunz Lochner,,,,,,,,,,,,,,,,,
possibly Frogatt,,,,,,,,,,,Birmingham,,,,{Birmingham:1},,
Piccinino,,,,,,,,,,,,,,,,,
Unknown / Inconnu,,,,,,,,,1726.0,1953.0,,,,,,No,
Bliss & Creighton (1835-1853),,,,,,,,,1845.0,1845.0,New York,New York:1845-1845,,,{New York:4},No,
Darío Escobar,,,,,,,,,,,,,,,,,
H. la Fors,,,,,,,,,,,Netherlands,,,,{Netherlands:1},,
Louis Sullivan,,,,,,,,,1899.0,1899.0,,,,,,No,
Tuareg People,,,,,,,,,,,,,,,,,
Paul Sisko,,,,,,,,,1990.0,1990.0,,,,,,,
Thomas Tompion|Nathanial Delander,,,,,,,,,,,,,,,,,
Samuel Colt,,,,,,,,,,,,,,,,,
Bernab©,,,,,,,,,,,,,,,,,
George Stebbing,,,,,,,,,,,,,,,,,
Hibernia Furnace,,,,,,,,,,,,,,,,,
Ruiz,,,,,,,,,,,,,,,,,
Peter Young,,,,,,,,,1770.0,1797.0,London,,,,{London:1},No,
Castellani,,,,,,,,,,,,,,,,,
Frogatt,,,,,,,,,,,Birmingham,,,,{Birmingham:1},,
Carl Reinhard Kirschbaum,,,,,,,,,,,,,,,,,
Henry Osborn (1785-1807),,,,,,,,,,,"Birmingham, UK",,,,"{Birmingham:2},{UK:2}",,
Adolf Bosch,,,,,,,,,,,,,,,,,
Clemens Hartkopf,,,,,,,,,,,,,,,,,
Democratic Republic of Congo,,,,,,,,,,,,,,,,,
D. van den Bosch,,,,,,,,,,,"Netherlands, Rotterdam",,,,"{Rotterdam:2},{Netherlands:1}",,
American,,,,,,,,,1670.0,1992.0,,,,,,,
Andrea Romano,,,,,,,,,2017.0,2017.0,,,,,,Yes,
Henry Atkin|James Purdey the Elder|Abbe Robins|Peter Gumbrell,,,,,,,,,,,,,,,,,
Constructie Werkplaats,,,,,,,,,,,,,,,,,
Aetna Furnace,,,,,,,,,,,,,,,,,
F. Martin,,,,,,,,,,,"Netherlands, Amsterdam",,,,"{Amsterdam:1},{Netherlands:1}",,
Artist: Taizan Yohei,,,,,,,,,,,,,,{Taizan ware:3},,,
Willmore,,,,,,,,,,,,,,,,,
Artist: Tashiro,,,,,,,,,,,,,,{Soma Koma ware:4},,,
Artist: Kiyomizu Rokubei II,,,,,,,,,,,,,,,,,
Fernando Campana,,,,,,,,,2012.0,2012.0,,,,,,Yes,
Scammell,,,,,,,,,,,,,,,,,
Iliana Scheggia,,,,,,,,,,,,,,,,,
Godefroi Corbeau (II),,,,,,,,,,,,,,,,,
kapitein Talbot,,,,,,,,,,,Netherlands,,,,{Netherlands:1},,
Elena Damiani,,,,,,,,,,,,,,,,,
Joseph Bramah,,,,,,,,,,,United Kingdom,,,,{United Kingdom:1},,
Toshimasa|Kajikawa|Kuniyoshi,,,,,,,,,,,,,,,,,
Markham Markwick,,,,,,,,,,,,,,,,,
Jacques Nicolas Pierre Francois Dubuc,,,,,,,,,1815.0,1815.0,"Paris, France","Paris:1815-1815,France:1815-1815",,,"{Paris:3},{France:3}",No,
Boulton & Watt,,,,,,,,,,,Netherlands,,,,{Netherlands:1},,
A. T.,,,,,,,,,,,,,,,,,
Diego Esposito,,,,,,,,,1999.0,2001.0,,,,,,Yes,
Artist: False signature of Hon'ami Koetsu,,,,,,,,,,,,,,"{Raku ware:9}, {unknown workshop:9}",,,
Artist: Ogata Kenzan,,,,,,,,,,,,,,,,,
Grofsmederij Leiden,,,,,,,,,,,Leiden,,,,{Leiden:5},,
Baga,,,,,,,,,,,,,,,,,
François Delapierre,,,,,,,,,,,,,,,,,
Colebrookdale Furnace,,,,,,,,,,,,,,,,,
N. Jonnard,,,,,,,,,,,,,,,,,
Paul Evans,,,,,,,,,1968.0,1970.0,,,,,,No,
Francis Holl (engraver) after Henry William Pickersgill,,,,,,,,,,,,,,,,,
Artist: Kensai (Ida Kichiroku),,,,,,,,,,,,,,,,,
권정호 and kwonjungho,,,,,,,,,,,,,,,,,
Attributed to Jacobus Fiamengo,,,,,,,,,,,,,,,,,
Paullus Schiller,,,,,,,,,,,,,,,,,
Harvey Walklate Mortimer,,,,,,,,,,,,,,,,,
Rebecca Warren,,,,,,,,,2006.0,2006.0,,,,,,Yes,
Jordan L. Mott,,,,,,,,,1862.0,1862.0,,,,,,No,
Karl Wilhelm Naundorff,,,,,,,,,,,Netherlands,,,,{Netherlands:2},,
Pietro de Formicano,,,,,,,,,,,,,,,,,
Jean Henri Riesener|Jean-Gotfritt Mercklein,,,,,,,,,,,,,,,,,
H. de Heus en Zoon.,,,,,,,,,,,,,,,,,
Ralph Boyer,,,,,,,,,,,,,,,,,
Glenn Wilson,,,,,,,,,,,,,,,,,
Manford Shattuck,,,,,,,,,,,,,,,,,
Myra Newswanger,,,,,,,,,,,,,,,,,
Milton Bevier,,,,,,,,,,,,,,,,,
Dorothy Brennan,,,,,,,,,,,,,,,,,
Josephine C. Romano,,,,,,,,,,,,,,,,,
Max Unger,,,,,,,,,,,,,,,,,
Eugene R. Szepessy,,,,,,,,,,,,,,,,,
Robert Penson,,,,,,,,,,,,,,,,,
Selma Sandler,,,,,,,,,,,,,,,,,
Hans Westendorff,,,,,,,,,,,,,,,,,
Harold A. Doughty,,,,,,,,,,,,,,,,,
John Cooke,,,,,,,,,,,,,,,,,
Irene Lawson,,,,,,,,,,,,,,,,,
Kathleen Spagnolo,,,,,,,,,,,,,,,,,
William Vergani,,,,,,,,,,,,,,,,,
Aaron Dermansky,,,,,,,,,,,,,,,,,
Polly Duncan,,,,,,,,,,,,,,,,,
Anne Ger,,,,,,,,,,,,,,,,,
Harry Eisman and Isidore Sovensky,,,,,,,,,,,,,,,,,
Page Coffman,,,,,,,,,,,,,,,,,
Elmer R. Kottcamp,,,,,,,,,,,,,,,,,
Roy Moon,,,,,,,,,,,,,,,,,
Hyman Pearlman,,,,,,,,,,,,,,,,,
Kurt Melzer and Stanley Mazur,,,,,,,,,,,,,,,,,
Henry Granet and Harry Eisman,,,,,,,,,,,,,,,,,
Robert Rigsby,,,,,,,,,,,,,,,,,
Michael Fallon,,,,,,,,,,,,,,,,,
Geoffrey Holt and Harry Mann Waddell,,,,,,,,,,,,,,,,,
Colombia or Ecuador,,,,,,,,,,,,,,,,,
Spanish 16th Century,,,,,,,,,,,,,,,,,
Newman,,,,,,,,,,,,,,,,,
George Goodman,,,,,,,,,,,,,,,,,
Paulus Ättinger,,,,,,,,,,,,,,,,,
Lethaby,,,,,,,,,,,,,,,,,
Christoph Lencker,,,,,,,,,,,,,,,,,
